"id","event_type","gene_id","gene_short_name","gene_type","event_name_simple","source_object","gene_column"
"chr19:44905812:44905923:+@chr19:44906602:44906667:+@chr19:44907760:44907952","SE","ENSG00000130203.10","APOE","protein_coding","APOE_SE_id261916","splice_feature","gene_short_name"
"chr19:44906360:44906667:+@chr19:44907760:44907952:+@chr19:44908533:44908944","SE","ENSG00000130203.10","APOE","protein_coding","APOE_SE_id261917","splice_feature","gene_short_name"
"chr22:23894383:23894582:+@chr22:23894772:23894944:+@chr22:23895040:23895223","SE","ENSG00000240972.2","MIF","protein_coding","MIF_SE_id270503","splice_feature","gene_short_name"
"chr13:48233219:48233477:+@chr13:48233930:48234071:+@chr13:48253808:48253936","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285601","splice_feature","gene_short_name"
"chr13:48233599:48233645:+@chr13:48233930:48234071:+@chr13:48253808:48253936","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285602","splice_feature","gene_short_name"
"chr13:48233601:48233653:+@chr13:48233930:48234071:+@chr13:48253808:48253936","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285603","splice_feature","gene_short_name"
"chr13:48233206:48233477:+@chr13:48239226:48239332:+@chr13:48253808:48253936","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285604","splice_feature","gene_short_name"
"chr13:48233206:48233477:+@chr13:48239226:48239332:+@chr13:48256177:48256383","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285605","splice_feature","gene_short_name"
"chr13:48233599:48233645:+@chr13:48239226:48239332:+@chr13:48253808:48253936","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285606","splice_feature","gene_short_name"
"chr13:48233601:48233653:+@chr13:48239226:48239332:+@chr13:48253808:48253936","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285607","splice_feature","gene_short_name"
"chr13:48234014:48234071:+@chr13:48239226:48239332:+@chr13:48253808:48253936","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285608","splice_feature","gene_short_name"
"chr13:48233203:48233477:+@chr13:48253808:48253936:+@chr13:48256177:48256383","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285609","splice_feature","gene_short_name"
"chr13:48239226:48239332:+@chr13:48253808:48253936:+@chr13:48256177:48256383","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285610","splice_feature","gene_short_name"
"chr13:48253875:48253936:+@chr13:48254900:48254970:+@chr13:48256177:48256383","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285611","splice_feature","gene_short_name"
"chr13:48253808:48253936:+@chr13:48254900:48254976:+@chr13:48255337:48255437","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285612","splice_feature","gene_short_name"
"chr13:48253808:48253936:+@chr13:48254900:48254976:+@chr13:48256177:48256383","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285613","splice_feature","gene_short_name"
"chr13:48253808:48253936:+@chr13:48255337:48255437:+@chr13:48256177:48256383","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285614","splice_feature","gene_short_name"
"chr13:48254900:48254976:+@chr13:48255337:48255437:+@chr13:48256177:48256383","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285615","splice_feature","gene_short_name"
"chr13:48253808:48253936:+@chr13:48256177:48256383:+@chr13:48258126:48258236","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285616","splice_feature","gene_short_name"
"chr13:48253808:48253936:+@chr13:48256177:48256383:+@chr13:48258797:48258878","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285617","splice_feature","gene_short_name"
"chr13:48253808:48253936:+@chr13:48256177:48256383:+@chr13:48261139:48261561","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285618","splice_feature","gene_short_name"
"chr13:48253808:48253936:+@chr13:48258126:48258236:+@chr13:48258797:48258878","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285619","splice_feature","gene_short_name"
"chr13:48253808:48253936:+@chr13:48258126:48258236:+@chr13:48261139:48261561","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285620","splice_feature","gene_short_name"
"chr13:48256177:48256383:+@chr13:48258126:48258236:+@chr13:48258797:48258878","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285621","splice_feature","gene_short_name"
"chr13:48256177:48256383:+@chr13:48258126:48258236:+@chr13:48261139:48261561","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285622","splice_feature","gene_short_name"
"chr13:48253808:48253936:+@chr13:48258797:48258947:+@chr13:48261139:48261388","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285623","splice_feature","gene_short_name"
"chr13:48256177:48256383:+@chr13:48258797:48258947:+@chr13:48261139:48261388","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285624","splice_feature","gene_short_name"
"chr13:48258126:48258236:+@chr13:48258797:48258947:+@chr13:48261139:48261388","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285625","splice_feature","gene_short_name"
"chr13:48256269:48256383:+@chr13:48258936:48258947:+@chr13:48261139:48261556","SE","ENSG00000136156.15","ITM2B","protein_coding","ITM2B_SE_id285626","splice_feature","gene_short_name"
"chr4:87975667:87975800:+@chr4:87976882:87976949:+@chr4:87977059:87977097","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318123","splice_feature","gene_short_name"
"chr4:87975667:87975800:+@chr4:87976882:87976949:+@chr4:87980046:87980126","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318124","splice_feature","gene_short_name"
"chr4:87975667:87975800:+@chr4:87976882:87976949:+@chr4:87980393:87980434","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318125","splice_feature","gene_short_name"
"chr4:87975667:87975800:+@chr4:87976882:87976949:+@chr4:87981475:87981678","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318126","splice_feature","gene_short_name"
"chr4:87975667:87975800:+@chr4:87976882:87976949:+@chr4:87982492:87982896","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318127","splice_feature","gene_short_name"
"chr4:87975711:87975800:+@chr4:87976930:87976949:+@chr4:87977059:87977097","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318128","splice_feature","gene_short_name"
"chr4:87975711:87975800:+@chr4:87976930:87976949:+@chr4:87980046:87980126","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318129","splice_feature","gene_short_name"
"chr4:87975711:87975800:+@chr4:87976930:87976949:+@chr4:87981475:87981798","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318130","splice_feature","gene_short_name"
"chr4:87975711:87975800:+@chr4:87976930:87976949:+@chr4:87982492:87983529","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318131","splice_feature","gene_short_name"
"chr4:87975667:87975800:+@chr4:87977059:87977097:+@chr4:87980046:87980126","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318132","splice_feature","gene_short_name"
"chr4:87975667:87975800:+@chr4:87977059:87977097:+@chr4:87980393:87980434","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318133","splice_feature","gene_short_name"
"chr4:87975667:87975800:+@chr4:87977059:87977097:+@chr4:87981475:87981798","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318134","splice_feature","gene_short_name"
"chr4:87975667:87975800:+@chr4:87977059:87977097:+@chr4:87982492:87982896","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318135","splice_feature","gene_short_name"
"chr4:87975714:87976949:+@chr4:87977059:87977097:+@chr4:87980046:87980126","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318136","splice_feature","gene_short_name"
"chr4:87975714:87976949:+@chr4:87977059:87977097:+@chr4:87980393:87980434","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318137","splice_feature","gene_short_name"
"chr4:87975714:87976949:+@chr4:87977059:87977097:+@chr4:87981475:87981798","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318138","splice_feature","gene_short_name"
"chr4:87975714:87976949:+@chr4:87977059:87977097:+@chr4:87982492:87982896","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318139","splice_feature","gene_short_name"
"chr4:87977059:87977097:+@chr4:87977662:87977787:+@chr4:87980046:87980126","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318140","splice_feature","gene_short_name"
"chr4:87977059:87977097:+@chr4:87977662:87977787:+@chr4:87980393:87980434","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318141","splice_feature","gene_short_name"
"chr4:87977059:87977097:+@chr4:87977662:87977787:+@chr4:87981475:87981798","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318142","splice_feature","gene_short_name"
"chr4:87977059:87977097:+@chr4:87977662:87977850:+@chr4:87980046:87980126","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318143","splice_feature","gene_short_name"
"chr4:87977059:87977097:+@chr4:87977662:87977850:+@chr4:87980393:87980434","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318144","splice_feature","gene_short_name"
"chr4:87977059:87977097:+@chr4:87977662:87977859:+@chr4:87980046:87980126","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318145","splice_feature","gene_short_name"
"chr4:87977059:87977097:+@chr4:87977662:87977859:+@chr4:87980393:87980434","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318146","splice_feature","gene_short_name"
"chr4:87977059:87977097:+@chr4:87977662:87977859:+@chr4:87981475:87981678","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318147","splice_feature","gene_short_name"
"chr4:87975667:87975800:+@chr4:87980046:87980126:+@chr4:87980393:87980434","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318148","splice_feature","gene_short_name"
"chr4:87975667:87975800:+@chr4:87980046:87980126:+@chr4:87981475:87981761","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318149","splice_feature","gene_short_name"
"chr4:87975667:87975800:+@chr4:87980046:87980126:+@chr4:87982492:87983326","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318150","splice_feature","gene_short_name"
"chr4:87975714:87976949:+@chr4:87980046:87980126:+@chr4:87980393:87980434","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318151","splice_feature","gene_short_name"
"chr4:87975714:87976949:+@chr4:87980046:87980126:+@chr4:87981475:87981761","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318152","splice_feature","gene_short_name"
"chr4:87975714:87976949:+@chr4:87980046:87980126:+@chr4:87982492:87983326","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318153","splice_feature","gene_short_name"
"chr4:87975714:87977097:+@chr4:87980046:87980126:+@chr4:87980393:87980434","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318154","splice_feature","gene_short_name"
"chr4:87975714:87977097:+@chr4:87980046:87980126:+@chr4:87981475:87981761","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318155","splice_feature","gene_short_name"
"chr4:87975714:87977097:+@chr4:87980046:87980126:+@chr4:87982492:87983326","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318156","splice_feature","gene_short_name"
"chr4:87977662:87977787:+@chr4:87980046:87980126:+@chr4:87980393:87980434","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318157","splice_feature","gene_short_name"
"chr4:87977662:87977787:+@chr4:87980046:87980126:+@chr4:87981475:87981761","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318158","splice_feature","gene_short_name"
"chr4:87977662:87977850:+@chr4:87980046:87980126:+@chr4:87980393:87980434","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318159","splice_feature","gene_short_name"
"chr4:87977662:87977859:+@chr4:87980046:87980126:+@chr4:87980393:87980434","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318160","splice_feature","gene_short_name"
"chr4:87977662:87977859:+@chr4:87980046:87980126:+@chr4:87981475:87981761","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318161","splice_feature","gene_short_name"
"chr4:87979407:87979452:+@chr4:87980046:87980126:+@chr4:87980393:87980434","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318162","splice_feature","gene_short_name"
"chr4:87979407:87979452:+@chr4:87980046:87980126:+@chr4:87981475:87981761","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318163","splice_feature","gene_short_name"
"chr4:87975714:87976949:+@chr4:87980046:87980434:+@chr4:87981475:87981798","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318164","splice_feature","gene_short_name"
"chr4:87975714:87976949:+@chr4:87980046:87980434:+@chr4:87982492:87983529","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318165","splice_feature","gene_short_name"
"chr4:87977059:87977097:+@chr4:87980046:87980434:+@chr4:87981475:87981798","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318166","splice_feature","gene_short_name"
"chr4:87977059:87977097:+@chr4:87980046:87980434:+@chr4:87982492:87983529","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318167","splice_feature","gene_short_name"
"chr4:87975714:87976949:+@chr4:87980046:87981798:+@chr4:87982492:87983529","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318168","splice_feature","gene_short_name"
"chr4:87977059:87977097:+@chr4:87980046:87981798:+@chr4:87982492:87983529","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318169","splice_feature","gene_short_name"
"chr4:87975714:87975800:+@chr4:87980393:87980434:+@chr4:87981475:87981678","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318170","splice_feature","gene_short_name"
"chr4:87975714:87975800:+@chr4:87980393:87980434:+@chr4:87982492:87983127","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318171","splice_feature","gene_short_name"
"chr4:87975714:87976949:+@chr4:87980393:87980434:+@chr4:87981475:87981678","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318172","splice_feature","gene_short_name"
"chr4:87975714:87976949:+@chr4:87980393:87980434:+@chr4:87982492:87983127","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318173","splice_feature","gene_short_name"
"chr4:87977004:87977097:+@chr4:87980393:87980434:+@chr4:87981475:87981678","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318174","splice_feature","gene_short_name"
"chr4:87977004:87977097:+@chr4:87980393:87980434:+@chr4:87982492:87983127","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318175","splice_feature","gene_short_name"
"chr4:87977662:87977787:+@chr4:87980393:87980434:+@chr4:87981475:87981678","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318176","splice_feature","gene_short_name"
"chr4:87977662:87977859:+@chr4:87980393:87980434:+@chr4:87981475:87981678","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318177","splice_feature","gene_short_name"
"chr4:87979199:87980126:+@chr4:87980393:87980434:+@chr4:87981475:87981678","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318178","splice_feature","gene_short_name"
"chr4:87979199:87980126:+@chr4:87980393:87980434:+@chr4:87982492:87983127","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318179","splice_feature","gene_short_name"
"chr4:87979407:87979452:+@chr4:87980393:87980434:+@chr4:87981475:87981678","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318180","splice_feature","gene_short_name"
"chr4:87975714:87977097:+@chr4:87980393:87981798:+@chr4:87982492:87983529","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318181","splice_feature","gene_short_name"
"chr4:87975667:87975800:+@chr4:87981475:87981798:+@chr4:87982492:87982896","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318182","splice_feature","gene_short_name"
"chr4:87975714:87976949:+@chr4:87981475:87981798:+@chr4:87982492:87982896","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318183","splice_feature","gene_short_name"
"chr4:87976598:87977097:+@chr4:87981475:87981798:+@chr4:87982492:87982896","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318184","splice_feature","gene_short_name"
"chr4:87978425:87980126:+@chr4:87981475:87981798:+@chr4:87982492:87982896","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318185","splice_feature","gene_short_name"
"chr4:87980046:87980434:+@chr4:87981475:87981798:+@chr4:87982492:87982896","SE","ENSG00000118785.15","SPP1","protein_coding","SPP1_SE_id318186","splice_feature","gene_short_name"
"chr14:55129260:55129300:+@chr14:55137369:55137391:+@chr14:55137627:55137694","SE","ENSG00000131981.16","LGALS3","protein_coding","LGALS3_SE_id354095","splice_feature","gene_short_name"
"chr14:55129260:55129300:+@chr14:55137369:55137391:+@chr14:55140275:55140363","SE","ENSG00000131981.16","LGALS3","protein_coding","LGALS3_SE_id354096","splice_feature","gene_short_name"
"chr14:55129252:55129300:+@chr14:55137370:55137391:+@chr14:55138045:55138292","SE","ENSG00000131981.16","LGALS3","protein_coding","LGALS3_SE_id354097","splice_feature","gene_short_name"
"chr14:55129252:55129300:+@chr14:55137370:55137391:+@chr14:55140275:55140363","SE","ENSG00000131981.16","LGALS3","protein_coding","LGALS3_SE_id354098","splice_feature","gene_short_name"
"chr14:55129252:55129300:+@chr14:55137370:55137391:+@chr14:55145116:55145423","SE","ENSG00000131981.16","LGALS3","protein_coding","LGALS3_SE_id354099","splice_feature","gene_short_name"
"chr14:55129260:55129300:+@chr14:55137627:55137694:+@chr14:55138045:55138368","SE","ENSG00000131981.16","LGALS3","protein_coding","LGALS3_SE_id354100","splice_feature","gene_short_name"
